months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_model,auto_year,fraud_reported,auto_make_1,auto_make_2,auto_make_3,auto_make_4,auto_make_5,auto_make_6,auto_make_7,auto_make_8,auto_make_9,auto_make_10,auto_make_11,auto_make_12,auto_make_13,incident_city_1,incident_city_2,incident_city_3,incident_city_4,incident_city_5,incident_city_6,auto_make,incident_city,fraud_rate
41,25,958857,1992-01-15,1,100/300,1000,1226.83,0,607763,0,1,3,8,1,0,-56100,2015-01-07,0,2,0,2,4,698,12,3,1,2,0,0,45120,0,5640,39480,23,2011,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,1,0.18446601941747573
127,29,686816,1999-12-07,2,250/500,2000,1326.44,5000000,436973,0,2,11,2,3,0,0,2015-02-24,0,0,2,1,4,827,12,2,1,1,1,0,66950,10300,10300,46350,2,1995,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,10,1,0.5714285714285714
61,23,127754,1993-06-06,0,250/500,2000,1136.83,4000000,471300,0,0,12,8,3,0,-62400,2015-02-02,2,2,0,3,1,31,14,1,0,0,3,0,98340,8940,17880,71520,6,2004,1,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,6,1,0.25
207,42,918629,2000-10-03,0,250/500,2000,1322.78,0,453277,1,6,4,19,3,55200,0,2015-02-28,1,1,3,3,6,474,9,1,0,0,1,0,5900,590,590,4720,37,2007,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,6,0.25609756097560976
219,43,731450,2010-12-29,1,100/300,1000,1483.25,0,465100,0,4,3,8,1,90700,-20800,2015-02-09,0,0,0,0,0,11,3,3,0,1,1,0,70680,5890,11780,53010,16,2009,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5,5,0.18446601941747573
271,42,307447,1990-03-17,0,100/300,500,1515.3,0,603248,0,2,6,10,1,0,0,2015-01-19,0,1,2,0,4,973,21,3,0,1,0,0,93720,17040,8520,68160,24,2005,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,8,3,0.21978021978021978
80,25,992145,2012-03-01,0,100/300,2000,1075.18,5000000,601112,0,6,1,8,0,67700,-58400,2015-02-21,3,1,1,3,2,252,5,1,0,2,0,1,6930,1260,630,5040,18,2001,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,12,4,0.14285714285714285
325,47,900628,2006-02-05,1,500/1000,1000,1690.27,0,438830,0,0,10,10,1,61500,0,2015-01-14,2,2,0,1,5,619,11,1,1,0,3,0,72930,6630,6630,59670,30,2006,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4,6,0.20224719101123595
29,25,235220,2014-11-01,0,250/500,2000,1352.83,0,464959,1,5,4,16,3,0,-71700,2015-01-22,0,1,1,2,4,75,4,4,1,1,2,1,64890,7210,7210,50470,29,2013,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,9,2,0.25609756097560976
295,48,740019,2009-06-17,2,250/500,1000,1148.73,0,439787,0,1,6,11,5,0,0,2015-02-22,1,1,3,3,6,341,6,1,0,1,2,1,5400,900,900,3600,3,1999,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,10,1,0.26881720430107525
239,42,246882,1999-09-20,0,100/300,1000,969.5,0,464839,1,1,3,15,1,0,0,2015-01-26,3,1,3,3,0,156,10,1,0,0,0,0,5600,700,700,4200,4,2007,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,4,0.18446601941747573
269,41,797613,1990-10-19,1,100/300,500,1463.82,0,448984,0,1,10,19,1,0,-72300,2015-01-24,2,1,1,3,4,757,23,1,1,0,0,0,79300,15860,15860,47580,1,2007,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,10,3,0.21978021978021978
80,27,193442,1996-08-05,0,100/300,1000,1474.17,0,440327,0,1,12,8,4,0,0,2015-02-19,2,2,0,3,6,764,13,1,1,1,0,1,52800,10560,5280,36960,3,2004,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,10,3,0.18446601941747573
279,41,389238,2001-06-06,0,250/500,500,1497.35,0,460742,0,3,9,3,0,37300,-31700,2015-01-29,0,0,1,1,0,129,16,3,0,2,3,0,28800,0,3600,25200,16,2013,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5,4,0.24489795918367346
165,33,760179,2007-03-25,2,100/300,1000,1427.14,0,446895,0,0,12,11,2,35300,-58100,2015-02-15,1,1,1,3,6,1,3,1,0,1,1,0,2970,330,330,2310,18,2008,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,12,3,0.18446601941747573
350,54,939905,2013-10-31,2,500/1000,500,1495.1,0,609374,1,1,7,1,5,50500,0,2015-02-12,0,2,2,3,4,352,15,3,0,0,0,0,93480,15580,7790,70110,25,2014,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,3,0.25
295,49,872814,1992-06-13,0,100/300,500,1141.62,0,451672,1,1,9,11,0,34300,-24300,2015-01-01,3,1,1,3,6,799,4,1,1,1,3,1,4320,480,480,3360,12,2002,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,8,1,0.21978021978021978
464,61,632627,1990-10-07,2,500/1000,1000,1125.37,0,604450,0,0,9,1,0,0,-56400,2015-01-13,0,1,0,3,5,422,6,3,0,0,2,1,79800,6650,19950,53200,3,2000,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,10,3,0.20224719101123595
118,28,283414,1991-12-28,1,500/1000,2000,1207.36,0,432896,0,2,5,4,3,0,-57000,2015-03-01,0,0,0,0,6,714,22,2,0,1,0,0,74200,7420,14840,51940,28,1997,0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,13,1,0.16666666666666666
298,47,163161,1998-11-11,0,500/1000,2000,1338.5,0,618929,0,6,6,1,2,28800,0,2015-02-02,2,0,0,1,1,145,1,1,0,0,0,0,70590,10860,10860,48870,2,2000,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,10,4,0.16666666666666666
87,31,853360,2009-06-26,1,500/1000,1000,1074.07,0,451312,0,5,11,5,0,0,-47500,2015-01-27,0,1,0,1,1,221,16,3,0,0,3,1,60940,5540,11080,44320,35,2006,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,9,6,0.20224719101123595
261,42,776860,2009-01-11,2,250/500,500,1337.56,0,605141,0,1,9,18,4,0,0,2015-01-12,2,1,1,3,4,469,18,1,0,1,2,1,74700,7470,14940,52290,30,2010,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,4,5,0.24489795918367346
453,60,149367,2003-03-18,1,100/300,500,1298.91,6000000,459504,1,6,2,7,4,52600,-38800,2015-01-06,2,0,0,1,0,700,0,1,1,0,0,0,70000,14000,7000,49000,14,2015,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5,6,0.4
210,41,395269,2012-11-02,0,500/1000,500,1222.75,0,432781,1,2,3,14,2,0,-41000,2015-01-30,0,1,2,2,6,46,12,3,0,2,0,0,81070,14740,14740,51590,37,2001,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,1,0.25
168,32,981123,2000-05-04,1,100/300,1000,1059.52,0,452748,1,4,10,4,3,0,-40600,2015-03-01,0,2,0,2,5,510,13,2,0,1,1,0,57720,14430,9620,33670,2,2007,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,10,2,0.18446601941747573
390,51,143626,1999-09-29,2,250/500,2000,1124.38,0,618316,1,0,1,15,2,0,0,2015-02-24,3,1,1,3,5,397,9,1,1,1,1,1,7080,1180,1180,4720,14,2001,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5,4,0.25609756097560976
258,46,648397,1999-03-09,1,100/300,1000,1110.37,10000000,455365,1,4,6,10,2,34400,-56800,2015-01-24,0,2,2,2,1,391,14,3,0,0,1,0,47700,4770,9540,33390,23,1997,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,5,1.0
107,31,154982,1991-02-13,0,500/1000,2000,1374.22,0,470603,0,6,6,3,2,62000,-63100,2015-02-26,2,1,1,3,4,804,16,1,0,0,3,0,51260,9320,9320,32620,21,2002,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,11,2,0.16666666666666666
225,41,330591,1993-08-05,2,500/1000,2000,1103.58,0,475292,1,2,3,8,4,41200,-36200,2015-01-19,0,2,0,3,1,314,20,3,0,2,2,0,70400,6400,12800,51200,18,2011,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,12,3,0.16666666666666666
164,38,319232,1997-10-31,0,250/500,2000,1269.76,0,467743,0,6,13,19,1,44300,0,2015-01-17,2,1,1,1,1,400,4,1,0,1,3,1,90000,18000,9000,63000,16,2015,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5,2,0.25609756097560976
245,39,531640,2001-04-21,2,250/500,500,964.79,8000000,460675,0,0,0,4,0,58000,0,2015-02-20,0,1,1,3,1,71,7,3,0,0,1,0,72820,13240,6620,52960,0,2010,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,0.5
255,41,368050,2013-01-08,0,500/1000,2000,1167.3,4000000,618123,1,2,8,2,2,0,0,2015-02-22,2,2,1,1,4,825,22,1,0,2,0,0,69300,13860,13860,41580,28,2000,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,13,2,0.5
206,36,253791,2009-07-23,0,500/1000,500,1625.45,4000000,607452,0,4,7,18,2,0,-53700,2015-01-23,2,0,0,0,1,124,11,1,0,2,1,0,76560,12760,12760,51040,16,2008,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,5,4,0.4
203,38,155724,1998-02-20,0,250/500,500,1394.43,0,606352,0,5,7,16,1,0,0,2015-01-31,2,0,0,0,5,458,7,1,0,0,1,1,55440,0,6160,49280,26,1999,1,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,9,1,0.24489795918367346
22,25,824540,2008-03-13,2,250/500,2000,1053.24,0,603527,0,1,9,12,2,51100,0,2015-01-05,0,0,2,2,0,733,0,4,1,1,0,0,77130,8570,17140,51420,23,1995,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0.25609756097560976
211,35,717392,1996-08-20,0,100/300,500,1040.75,0,445601,0,3,9,13,1,0,0,2015-02-03,2,1,2,0,6,138,1,1,1,1,1,0,42000,7000,7000,28000,37,2011,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,3,0.21978021978021978
206,39,965768,2014-07-27,1,250/500,1000,1302.4,6000000,603948,1,3,2,7,4,47200,-69700,2015-02-17,0,1,2,0,1,67,12,3,0,2,3,1,36300,3300,9900,23100,13,2013,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,5,2,0.14285714285714285
166,38,414779,1992-11-09,0,100/300,2000,1588.55,0,435758,1,4,10,18,4,59600,-32100,2015-01-09,2,2,2,2,6,760,8,1,0,0,0,0,40320,5760,5760,28800,19,2001,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,11,1,0.3111111111111111
165,32,428230,2012-06-04,1,500/1000,500,1399.26,0,611586,0,2,12,8,3,70500,0,2015-02-08,1,1,1,3,3,19,9,1,0,2,0,0,3960,330,660,2970,22,1998,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2,4,0.25
274,43,517240,2001-05-13,2,100/300,2000,1352.31,0,465263,1,1,4,1,5,40700,-47300,2015-02-06,2,0,0,1,1,892,22,1,1,0,3,1,63840,10640,10640,42560,37,2006,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,3,0.3111111111111111
81,28,469874,2011-09-17,0,250/500,1000,1139.0,6000000,617858,0,5,11,17,0,42400,0,2015-01-14,0,0,0,1,4,763,0,3,0,1,2,0,44730,4970,4970,34790,1,2000,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,10,3,0.14285714285714285
280,45,718428,2011-07-15,1,250/500,1000,1397.67,0,607889,1,3,6,4,5,57900,0,2015-01-22,0,0,1,2,1,899,0,3,1,1,2,0,84720,14120,14120,56480,13,1999,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,1,0.26881720430107525
194,39,620215,2005-07-27,1,250/500,500,823.17,0,455689,1,5,0,13,3,0,0,2015-02-23,0,0,0,2,6,8,3,3,0,2,2,0,61500,6150,12300,43050,30,2012,0,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,4,1,0.24489795918367346
112,27,618659,2005-10-18,2,100/300,500,965.13,0,450341,0,5,12,8,4,60000,-54800,2015-02-22,0,0,0,0,0,192,21,3,0,0,1,0,51000,8500,8500,34000,29,2013,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,9,1,0.21978021978021978
24,33,649082,1996-01-19,0,500/1000,1000,1922.84,0,431277,0,2,6,16,5,0,-45200,2015-01-24,2,2,2,3,6,456,0,1,0,2,1,0,46800,4680,9360,32760,36,2002,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,7,3,0.20224719101123595
93,32,437573,2005-09-29,2,250/500,2000,1624.82,0,454656,1,6,3,1,4,65300,-65600,2015-02-09,2,2,1,0,6,442,16,1,0,1,1,0,78120,17360,8680,52080,0,2006,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,3,0.25609756097560976
171,34,964657,1997-02-18,1,250/500,2000,1277.25,0,605169,0,1,3,19,2,84900,0,2015-01-19,2,1,0,3,1,853,14,1,0,1,2,0,69200,13840,6920,48440,28,1996,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,13,6,0.25609756097560976
200,40,932502,2010-05-11,0,100/300,1000,1439.34,0,444822,0,2,11,8,2,45300,-20400,2015-01-01,3,1,1,3,5,169,9,1,0,0,0,0,3690,410,410,2870,13,2015,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5,5,0.18446601941747573
120,28,434507,2009-02-06,0,250/500,1000,1281.27,0,447442,0,6,12,9,1,68900,0,2015-01-07,0,1,1,1,4,756,9,3,0,0,3,0,65500,6550,6550,52400,37,2010,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,6,0.26881720430107525
325,46,935277,2013-07-09,0,500/1000,500,1348.83,0,474360,0,2,9,1,5,46300,-77500,2015-02-01,0,1,1,1,0,936,21,3,0,1,2,1,76120,13840,6920,55360,9,1999,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,12,6,0.25
124,32,756054,1992-06-06,0,250/500,1000,1198.15,0,447925,0,4,7,10,1,0,-43200,2015-02-21,0,0,2,2,5,797,19,3,0,0,2,1,73560,12260,12260,49040,37,1995,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2,6,0.26881720430107525
211,35,682387,1998-03-08,2,100/300,2000,1221.22,0,451586,1,5,6,4,2,76000,0,2015-01-21,2,1,2,3,1,598,2,1,1,0,1,0,52030,9460,4730,37840,12,2008,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,8,3,0.3111111111111111
287,41,456604,2004-03-29,0,500/1000,2000,968.74,0,477519,1,5,13,18,5,0,-49000,2015-01-19,3,1,3,3,4,502,9,1,0,2,3,0,5170,470,940,3760,15,2001,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,11,4,0.16666666666666666
122,34,139872,2006-06-01,1,250/500,1000,1220.71,0,603639,1,6,6,18,3,58600,-28700,2015-02-27,1,1,1,3,4,908,5,1,0,2,1,1,8190,1890,1260,5040,32,2013,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,3,3,0.26881720430107525
22,29,354105,1994-06-08,1,250/500,2000,1238.62,6000000,463993,1,4,3,19,2,0,-56200,2015-02-14,2,1,0,0,4,841,14,1,0,2,3,0,70800,7080,14160,49560,23,2012,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,6,0.5
106,31,165485,1998-02-12,0,500/1000,2000,1320.75,0,441491,0,3,4,18,5,54100,0,2015-02-01,0,1,2,3,6,586,20,3,0,0,3,1,45630,5070,5070,35490,23,2011,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,6,0.16666666666666666
398,58,515050,2000-11-16,2,100/300,500,990.98,0,469429,0,0,3,6,5,0,-57900,2015-02-02,2,0,0,3,0,56,18,1,1,2,1,0,99320,7640,15280,76400,33,2002,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,4,0.21978021978021978
214,41,795686,2004-10-24,0,500/1000,500,1398.51,4000000,472214,1,5,12,14,1,0,-57100,2015-02-01,0,2,0,1,0,411,13,3,0,2,0,0,64000,12800,6400,44800,38,1996,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2,3,0.4
209,38,395983,2009-11-08,2,100/300,500,1355.08,0,614945,0,4,7,9,2,58100,0,2015-01-19,2,0,1,1,6,131,21,1,0,1,1,0,47300,4730,4730,37840,29,2014,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,9,4,0.21978021978021978
82,27,119513,1996-09-21,0,100/300,1000,1384.51,0,476727,1,6,0,15,1,13100,-38200,2015-02-18,2,1,0,2,4,946,14,1,0,2,3,0,71680,8960,8960,53760,20,2007,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,13,6,0.18446601941747573
193,41,217938,1995-07-16,2,250/500,500,847.03,0,438555,0,3,2,16,1,0,0,2015-02-08,2,2,0,2,4,489,1,1,0,1,0,1,112320,17280,17280,77760,19,2011,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,11,6,0.24489795918367346
134,32,203914,2001-06-09,2,100/300,1000,1000.06,0,440961,0,6,4,0,5,0,0,2015-01-09,2,2,2,2,1,684,17,1,0,1,0,0,82720,7520,15040,60160,4,2014,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,1,0.18446601941747573
288,45,565157,2002-10-06,0,100/300,1000,1046.71,0,616714,1,5,8,14,0,0,0,2015-02-27,0,1,0,1,0,843,4,3,0,2,1,0,48060,10680,5340,32040,7,2009,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,8,2,0.18446601941747573
104,32,904191,1997-07-14,1,250/500,500,1158.03,0,434247,1,2,3,11,3,31900,-44600,2015-01-08,0,1,2,3,1,740,23,3,1,1,3,1,63570,9780,9780,44010,20,2006,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,13,5,0.24489795918367346
431,54,419510,1994-11-11,2,100/300,1000,1372.27,0,436547,0,5,2,13,3,17600,0,2015-01-08,0,1,2,1,6,42,13,3,0,2,3,0,63240,10540,10540,42160,15,1997,0,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,11,1,0.18446601941747573
101,33,575000,2012-06-23,2,100/300,1000,1053.04,7000000,619540,0,5,7,15,3,52000,-44500,2015-02-24,0,1,1,0,0,509,20,3,0,1,3,0,54240,9040,9040,36160,2,2013,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,10,4,0.75
375,50,120485,2007-02-18,2,100/300,1000,1275.39,0,466283,1,0,11,3,2,0,0,2015-02-12,2,0,0,3,1,806,16,1,1,2,3,0,37280,0,0,37280,5,1996,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,5,0.18446601941747573
461,61,781181,2005-06-27,2,100/300,2000,1402.75,0,449557,1,3,3,8,0,0,0,2015-02-18,0,1,1,3,1,366,10,3,0,2,1,1,72100,7210,14420,50470,36,2006,0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,7,1,0.3111111111111111
428,59,299796,1999-09-29,1,250/500,500,1344.36,7000000,473329,0,3,9,10,2,0,0,2015-02-06,1,1,1,3,6,593,8,1,0,2,3,0,6500,1300,650,4550,1,2013,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,10,3,0.3333333333333333
